suite,case,config,status,note,rust_status
compiler,noCircularitySelfReferentialGetter2.ts,,go-pass,,
compiler,noCircularitySelfReferentialGetter3.ts,,go-pass,,
compiler,noCircularitySelfReferentialGetter4.ts,,go-pass,,
compiler,noCollisionThisExpressionAndClassInGlobal.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInAccessors.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInConstructor.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInFunction.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInLambda.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInMethod.ts,,go-pass,,
compiler,noCollisionThisExpressionAndLocalVarInProperty.ts,,go-pass,,
compiler,noCollisionThisExpressionAndVarInGlobal.ts,,go-pass,,
compiler,noCollisionThisExpressionInFunctionAndVarInGlobal.ts,,go-pass,,
compiler,noConstraintInReturnType1.ts,,go-diff,,
compiler,noCrashOnImportShadowing.ts,,go-diff,,
compiler,noCrashOnMixin.ts,,go-diff,,
compiler,noCrashOnMixin2.ts,,go-diff,,
compiler,noCrashOnNoLib.ts,,go-pass,,
compiler,noCrashOnParameterNamedRequire.ts,,go-diff,,
compiler,noCrashOnThisTypeUsage.ts,,go-pass,,
compiler,noCrashUMDMergedWithGlobalValue.ts,,go-pass,,
compiler,noEmitAndComposite.ts,,go-pass,p-mode+overlay-approx,
compiler,noEmitAndCompositeListFilesOnly.ts,,go-pass,p-mode+overlay-approx,
compiler,noEmitAndIncremental.ts,,go-pass,p-mode+overlay-approx,
compiler,noEmitAndIncrementalListFilesOnly.ts,,go-pass,p-mode+overlay-approx,
compiler,noEmitHelpers.ts,,go-pass,,
compiler,noEmitHelpers2.ts,target=es5,go-pass,,
compiler,noEmitHelpers2.ts,target=es2015,go-pass,,
compiler,noEmitOnError.ts,,go-diff,,
compiler,noErrorTruncation.ts,,go-diff,,
compiler,noErrorsInCallback.ts,,go-diff,,
compiler,noExcessiveStackDepthError.ts,,go-diff,,
compiler,noImplicitAnyAndPrivateMembersWithoutTypeAnnotations.ts,,go-pass,,
compiler,noImplicitAnyDestructuringInPrivateMethod.ts,,go-pass,,
compiler,noImplicitAnyDestructuringParameterDeclaration.ts,,go-diff,,
compiler,noImplicitAnyDestructuringVarDeclaration.ts,,go-diff,,
compiler,noImplicitAnyDestructuringVarDeclaration2.ts,,go-pass,,
compiler,noImplicitAnyForIn.ts,,go-diff,,
compiler,noImplicitAnyForMethodParameters.ts,,go-diff,,
compiler,noImplicitAnyForwardReferencedInterface.ts,,go-diff,,
compiler,noImplicitAnyFunctionExpressionAssignment.ts,,go-pass,,
compiler,noImplicitAnyFunctions.ts,,go-diff,,
compiler,noImplicitAnyInBareInterface.ts,,go-diff,,
compiler,noImplicitAnyInCastExpression.ts,,go-diff,,
compiler,noImplicitAnyInContextuallyTypesFunctionParamter.ts,,go-pass,,
compiler,noImplicitAnyIndexing.ts,,go-diff,,
compiler,noImplicitAnyLoopCrash.ts,target=es5,go-pass,,
compiler,noImplicitAnyLoopCrash.ts,target=es2015,go-diff,,
compiler,noImplicitAnyMissingGetAccessor.ts,target=es5,go-pass,,
compiler,noImplicitAnyMissingGetAccessor.ts,target=es2015,go-diff,,
compiler,noImplicitAnyMissingSetAccessor.ts,target=es5,go-pass,,
compiler,noImplicitAnyMissingSetAccessor.ts,target=es2015,go-diff,,
compiler,noImplicitAnyModule.ts,,go-diff,,
compiler,noImplicitAnyNamelessParameter.ts,,go-diff,,
compiler,noImplicitAnyParametersInAmbientClass.ts,,go-diff,,
compiler,noImplicitAnyParametersInAmbientFunctions.ts,,go-diff,,
compiler,noImplicitAnyParametersInAmbientModule.ts,,go-diff,,
compiler,noImplicitAnyParametersInBareFunctions.ts,,go-diff,,
compiler,noImplicitAnyParametersInClass.ts,,go-diff,,
compiler,noImplicitAnyParametersInInterface.ts,,go-diff,,
compiler,noImplicitAnyParametersInModule.ts,,go-diff,,
compiler,noImplicitAnyReferencingDeclaredInterface.ts,,go-diff,,
compiler,noImplicitAnyStringIndexerOnObject.ts,,go-diff,,
compiler,noImplicitAnyUnionNormalizedObjectLiteral1.ts,,go-diff,,
compiler,noImplicitAnyWithOverloads.ts,,go-diff,,
compiler,noImplicitReturnInConstructors.ts,,go-pass,,
compiler,noImplicitReturnsExclusions.ts,,go-diff,,
compiler,noImplicitReturnsInAsync1.ts,,go-pass,,
compiler,noImplicitReturnsInAsync2.ts,,go-diff,,
compiler,noImplicitReturnsWithProtectedBlocks1.ts,,go-pass,,
compiler,noImplicitReturnsWithProtectedBlocks2.ts,,go-diff,,
compiler,noImplicitReturnsWithProtectedBlocks3.ts,,go-diff,,
compiler,noImplicitReturnsWithoutReturnExpression.ts,,go-diff,,
compiler,noImplicitSymbolToString.ts,,go-diff,,
compiler,noImplicitThisBigThis.ts,,go-pass,,
compiler,noImplicitThisFunctions.ts,,go-diff,,
compiler,noInferCommonPropertyCheck1.ts,,go-diff,,
compiler,noInferUnionExcessPropertyCheck1.ts,,go-diff,,
compiler,noIterationTypeErrorsInCFA.ts,,go-pass,,
compiler,noMappedGetSet.ts,,go-diff,,
compiler,noObjectKeysToKeyofT.ts,,go-pass,,
compiler,noParameterReassignmentIIFEAnnotated.ts,,go-diff,,
compiler,noParameterReassignmentJSIIFE.ts,,go-diff,,
compiler,noReachabilityErrorsOnEmptyStatement.ts,,go-pass,,
compiler,noRepeatedPropertyNames.ts,,go-diff,,
compiler,noSelfOnVars.ts,,go-pass,,
compiler,noSubstitutionTemplateStringLiteralTypes.ts,,go-pass,,
compiler,noSubtypeReduction.ts,,go-pass,,
compiler,noSymbolForMergeCrash.ts,,go-diff,,
compiler,noTypeArgumentOnReturnType1.ts,,go-diff,,
compiler,noUncheckedIndexAccess.ts,,go-pass,,
compiler,noUncheckedIndexedAccessCompoundAssignments.ts,,go-diff,,
compiler,noUnusedLocals_destructuringAssignment.ts,,go-diff,,
compiler,noUnusedLocals_potentialPredicateUnusedParam.ts,,go-diff,,
compiler,noUnusedLocals_selfReference.ts,,go-diff,,
compiler,noUnusedLocals_selfReference_skipsBlockLocations.ts,,go-diff,,
compiler,noUnusedLocals_typeParameterMergedWithParameter.ts,,go-diff,,
compiler,noUnusedLocals_writeOnly.ts,,go-diff,,
compiler,noUnusedLocals_writeOnlyProperty.ts,,go-diff,,
compiler,noUnusedLocals_writeOnlyProperty_dynamicNames.ts,,go-diff,,
compiler,noUsedBeforeDefinedErrorInAmbientContext1.ts,,go-pass,,
compiler,noUsedBeforeDefinedErrorInTypeContext.ts,,go-pass,,
compiler,nodeColonModuleResolution.ts,,go-pass,,
compiler,nodeColonModuleResolution2.ts,,go-pass,p-mode+overlay-approx,
compiler,nodeModuleReexportFromDottedPath.ts,,go-pass,,
compiler,nodeNextCjsNamespaceImportDefault1.ts,,go-pass,,
compiler,nodeNextCjsNamespaceImportDefault2.ts,,go-pass,,
compiler,nodeNextEsmImportsOfPackagesWithExtensionlessMains.ts,,go-pass,,
compiler,nodeNextImportModeImplicitIndexResolution.ts,,go-diff,,
compiler,nodeNextImportModeImplicitIndexResolution2.ts,,go-diff,,
compiler,nodeNextModuleResolution1.ts,,go-diff,,
compiler,nodeNextModuleResolution2.ts,,go-diff,,
compiler,nodeNextPackageImportMapRootDir.ts,,go-pass,,
compiler,nodeNextPackageSelfNameWithOutDir.ts,,go-pass,,
compiler,nodeNextPackageSelfNameWithOutDirDeclDir.ts,,go-pass,,
compiler,nodeNextPackageSelfNameWithOutDirDeclDirComposite.ts,,go-pass,p-mode+overlay-approx,
compiler,nodeNextPackageSelfNameWithOutDirDeclDirCompositeNestedDirs.ts,,go-pass,p-mode+overlay-approx,
compiler,nodeNextPackageSelfNameWithOutDirDeclDirNestedDirs.ts,,go-pass,p-mode+overlay-approx,
compiler,nodeNextPackageSelfNameWithOutDirDeclDirRootDir.ts,,go-diff,,
compiler,nodeNextPackageSelfNameWithOutDirRootDir.ts,,go-pass,,
compiler,nodeResolution1.ts,,go-pass,,
compiler,nodeResolution2.ts,,go-pass,,
compiler,nodeResolution3.ts,,go-pass,,
compiler,nodeResolution4.ts,,go-pass,,
compiler,nodeResolution5.ts,,go-pass,,
compiler,nodeResolution6.ts,,go-pass,,
compiler,nodeResolution7.ts,,go-pass,,
compiler,nodeResolution8.ts,,go-pass,,
compiler,nonArrayRestArgs.ts,,go-diff,,
compiler,nonConflictingRecursiveBaseTypeMembers.ts,,go-pass,,
compiler,nonContextuallyTypedLogicalOr.ts,,go-pass,,
compiler,nonExportedElementsOfMergedModules.ts,,go-diff,,
compiler,nonGenericClassExtendingGenericClassWithAny.ts,,go-diff,,
compiler,nonIdenticalTypeConstraints.ts,,go-diff,,
compiler,nonInferrableTypePropagation1.ts,,go-pass,,
compiler,nonInferrableTypePropagation2.ts,,go-pass,,
compiler,nonInferrableTypePropagation3.ts,,go-pass,,
compiler,nonMergedDeclarationsAndOverloads.ts,,go-diff,,
compiler,nonMergedOverloads.ts,,go-diff,,
compiler,nonNullFullInference.ts,,go-pass,,
compiler,nonNullMappedType.ts,,go-pass,,
compiler,nonNullParameterExtendingStringAssignableToString.ts,,go-pass,,
compiler,nonNullReferenceMatching.ts,,go-pass,,
compiler,nonNullableAndObjectIntersections.ts,strict=true,go-pass,,
compiler,nonNullableAndObjectIntersections.ts,strict=false,go-pass,,
compiler,nonNullableReduction.ts,,go-pass,,
compiler,nonNullableReductionNonStrict.ts,,go-pass,,
compiler,nonNullableTypes1.ts,,go-pass,,
compiler,nonNullableWithNullableGenericIndexedAccessArg.ts,,go-pass,,
compiler,nonObjectUnionNestedExcessPropertyCheck.ts,,go-diff,,
compiler,nondistributiveConditionalTypeInfer.ts,,go-pass,,
compiler,nonexistentPropertyOnUnion.ts,,go-diff,,
compiler,nonexistentPropertyUnavailableOnPromisedType.ts,,go-diff,,
compiler,nongenericConditionalNotPartiallyComputed.ts,,go-pass,,
compiler,nongenericPartialInstantiationsRelatedInBothDirections.ts,,go-pass,,
compiler,nonnullAssertionPropegatesContextualType.ts,,go-pass,,
compiler,nonstrictTemplateWithNotOctalPrintsAsIs.ts,,go-pass,,
compiler,normalizedIntersectionTooComplex.ts,,go-diff,,
compiler,nounusedTypeParameterConstraint.ts,,go-pass,,
compiler,null.ts,,go-diff,,
compiler,nullKeyword.ts,,go-diff,,
compiler,nullableFunctionError.ts,,go-diff,,
compiler,numberAsInLHS.ts,,go-pass,,
compiler,numberAssignableToEnumInsideUnion.ts,,go-diff,,
compiler,numberLiteralsWithLeadingZeros.ts,,go-diff,,
compiler,numberOnLeftSideOfInExpression.ts,,go-diff,,
compiler,numberToString.ts,,go-diff,,
compiler,numberVsBigIntOperations.ts,,go-diff,,
compiler,numericClassMembers1.ts,,go-diff,,
compiler,numericEnumMappedType.ts,,go-pass,,
compiler,numericIndexExpressions.ts,,go-diff,,
compiler,numericIndexerConstraint.ts,,go-diff,,
compiler,numericIndexerConstraint1.ts,,go-diff,,
compiler,numericIndexerConstraint2.ts,,go-diff,,
compiler,numericIndexerConstraint3.ts,,go-diff,,
compiler,numericIndexerConstraint4.ts,,go-diff,,
compiler,numericIndexerConstraint5.ts,,go-diff,,
compiler,numericIndexerTyping1.ts,,go-diff,,
compiler,numericIndexerTyping2.ts,,go-diff,,
compiler,numericLiteralsWithTrailingDecimalPoints01.ts,,go-diff,,
compiler,numericLiteralsWithTrailingDecimalPoints02.ts,,go-diff,,
compiler,numericMethodName1.ts,,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es5,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es2015,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es2016,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es2017,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es2018,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=es2019,go-pass,,
compiler,numericUnderscoredSeparator.ts,target=esnext,go-pass,,
compiler,objectAssignLikeNonUnionResult.ts,,go-pass,,
compiler,objectBindingPatternContextuallyTypesArgument.ts,,go-pass,,
compiler,objectBindingPattern_restElementWithPropertyName.ts,,go-diff,,
compiler,objectCreate-errors.ts,,go-diff,,
compiler,objectCreate.ts,,go-pass,,
compiler,objectCreate2.ts,,go-pass,,
compiler,objectCreationExpressionInFunctionParameter.ts,,go-diff,,
compiler,objectCreationOfElementAccessExpression.ts,,go-diff,,
compiler,objectFreeze.ts,,go-diff,,
compiler,objectFreezeLiteralsDontWiden.ts,,go-diff,,
compiler,objectFromEntries.ts,,go-pass,,
compiler,objectGroupBy.ts,,go-diff,,
compiler,objectIndexer.ts,,go-pass,,
compiler,objectInstantiationFromUnionSpread.ts,,go-pass,,
compiler,objectLitArrayDeclNoNew.ts,,go-diff,,
compiler,objectLitGetterSetter.ts,,go-pass,,
compiler,objectLitIndexerContextualType.ts,,go-diff,,
compiler,objectLitPropertyScoping.ts,,go-pass,,
compiler,objectLitStructuralTypeMismatch.ts,,go-diff,,
compiler,objectLitTargetTypeCallSite.ts,,go-diff,,
compiler,objectLiteral1.ts,,go-pass,,
compiler,objectLiteral2.ts,,go-pass,,
compiler,objectLiteralArraySpecialization.ts,,go-pass,,
compiler,objectLiteralComputedNameNoDeclarationError.ts,,go-pass,,
compiler,objectLiteralDeclarationGeneration1.ts,,go-pass,,
compiler,objectLiteralEnumPropertyNames.ts,,go-pass,,
compiler,objectLiteralExcessProperties.ts,,go-diff,,
compiler,objectLiteralFreshnessWithSpread.ts,,go-diff,,
compiler,objectLiteralFunctionArgContextualTyping.ts,,go-diff,,
compiler,objectLiteralFunctionArgContextualTyping2.ts,,go-diff,,
compiler,objectLiteralIndexerErrors.ts,,go-diff,,
compiler,objectLiteralIndexerNoImplicitAny.ts,,go-pass,,
compiler,objectLiteralIndexers.ts,,go-diff,,
compiler,objectLiteralMemberWithModifiers1.ts,,go-diff,,
compiler,objectLiteralMemberWithModifiers2.ts,,go-diff,,
compiler,objectLiteralMemberWithQuestionMark1.ts,,go-diff,,
compiler,objectLiteralMemberWithoutBlock1.ts,,go-diff,,
compiler,objectLiteralParameterResolution.ts,,go-diff,,
compiler,objectLiteralPropertyImplicitlyAny.ts,,go-pass,,
compiler,objectLiteralReferencingInternalProperties.ts,,go-diff,,
compiler,objectLiteralThisWidenedOnUse.ts,,go-diff,,
compiler,objectLiteralWithGetAccessorInsideFunction.ts,,go-pass,,
compiler,objectLiteralWithNumericPropertyName.ts,,go-diff,,
compiler,objectLiteralWithSemicolons1.ts,,go-diff,,
compiler,objectLiteralWithSemicolons2.ts,,go-diff,,
compiler,objectLiteralWithSemicolons3.ts,,go-diff,,
compiler,objectLiteralWithSemicolons4.ts,,go-diff,,
compiler,objectLiteralWithSemicolons5.ts,,go-diff,,
compiler,objectLiteralsAgainstUnionsOfArrays01.ts,,go-diff,,
compiler,objectMembersOnTypes.ts,,go-diff,,
compiler,objectPropertyAsClass.ts,,go-pass,,
compiler,objectRestBindingContextualInference.ts,,go-pass,,
compiler,objectRestSpread.ts,,skip-config,untranslatable: notypesandsymbols,
compiler,objectSpreadWithinMethodWithinObjectWithSpread.ts,,go-pass,,
compiler,objectTypeWithOptionalProperty1.ts,,go-diff,,
compiler,observableInferenceCanBeMade.ts,,go-pass,,
compiler,octalLiteralAndEscapeSequence.ts,,go-diff,,
compiler,omitTypeHelperModifiers01.ts,,go-diff,,
compiler,omitTypeTestErrors01.ts,,go-diff,,
compiler,omitTypeTests01.ts,,go-pass,,
compiler,omittedExpressionForOfLoop.ts,,go-diff,,
compiler,operationsAvailableOnPromisedType.ts,target=es5,go-pass,,
compiler,operationsAvailableOnPromisedType.ts,target=es2015,go-diff,,
compiler,operatorAddNullUndefined.ts,,go-diff,,
compiler,optionalAccessorsInInterface1.ts,,go-pass,,
compiler,optionalArgsWithDefaultValues.ts,,go-diff,,
compiler,optionalChainWithInstantiationExpression1.ts,target=es2019,go-diff,,
compiler,optionalChainWithInstantiationExpression1.ts,target=es2020,go-diff,,
compiler,optionalChainWithInstantiationExpression2.ts,target=es2019,go-pass,,
compiler,optionalChainWithInstantiationExpression2.ts,target=es2020,go-pass,,
compiler,optionalConstructorArgInSuper.ts,,go-pass,,
compiler,optionalFunctionArgAssignability.ts,,go-diff,,
compiler,optionalParamArgsTest.ts,,go-diff,,
compiler,optionalParamAssignmentCompat.ts,,go-diff,,
compiler,optionalParamInOverride.ts,,go-pass,,
compiler,optionalParamReferencingOtherParams1.ts,,go-pass,,
compiler,optionalParamReferencingOtherParams2.ts,target=es5,go-pass,,
compiler,optionalParamReferencingOtherParams2.ts,target=es2015,go-diff,,
compiler,optionalParamReferencingOtherParams3.ts,,go-diff,,
compiler,optionalParamTypeComparison.ts,,go-diff,,
compiler,optionalParameterInDestructuringWithInitializer.ts,,go-diff,,
compiler,optionalParameterProperty.ts,,go-diff,,
compiler,optionalParameterRetainsNull.ts,,go-pass,,
compiler,optionalParamterAndVariableDeclaration.ts,,go-diff,,
compiler,optionalParamterAndVariableDeclaration2.ts,,go-diff,,
compiler,optionalPropertiesInClasses.ts,,go-diff,,
compiler,optionalPropertiesSyntax.ts,,go-diff,,
compiler,optionalPropertiesTest.ts,,go-diff,,
compiler,optionalSetterParam.ts,,go-diff,,
compiler,optionalTupleElementsAndUndefined.ts,,go-pass,,
compiler,optionsCompositeWithIncrementalFalse.ts,,go-pass,,
compiler,optionsInlineSourceMapMapRoot.ts,,go-pass,,
compiler,optionsInlineSourceMapSourceRoot.ts,,go-pass,,
compiler,optionsInlineSourceMapSourcemap.ts,,go-pass,,
compiler,optionsOutAndNoModuleGen.ts,,go-pass,,
compiler,optionsSourcemapInlineSources.ts,,go-pass,,
compiler,optionsSourcemapInlineSourcesMapRoot.ts,,go-pass,,
compiler,optionsSourcemapInlineSourcesSourceRoot.ts,,go-pass,,
compiler,optionsStrictPropertyInitializationStrict.ts,,go-pass,,
compiler,optionsStrictPropertyInitializationStrictNullChecks.ts,,go-pass,,
compiler,optionsTsBuildInfoFileWithoutIncrementalAndComposite.ts,,go-pass,,
compiler,orderMattersForSignatureGroupIdentity.ts,,go-diff,,
compiler,out-flag.ts,target=es5,go-pass,,
compiler,out-flag.ts,target=es2015,go-pass,,
compiler,out-flag2.ts,target=es5,go-pass,,
compiler,out-flag2.ts,target=es2015,go-pass,,
compiler,out-flag3.ts,target=es5,go-pass,,
compiler,out-flag3.ts,target=es2015,go-pass,,
compiler,outFileIsDeprecated.ts,,skip-config,untranslatable: typescriptversion,
compiler,outModuleConcatAmd.ts,target=es5,go-pass,,
compiler,outModuleConcatAmd.ts,target=es2015,go-pass,,
compiler,outModuleConcatCommonjs.ts,target=es5,go-pass,,
compiler,outModuleConcatCommonjs.ts,target=es2015,go-pass,,
compiler,outModuleConcatCommonjsDeclarationOnly.ts,target=es5,go-pass,,
compiler,outModuleConcatCommonjsDeclarationOnly.ts,target=es2015,go-pass,,
compiler,outModuleConcatES6.ts,,go-pass,,
compiler,outModuleConcatSystem.ts,target=es5,go-pass,,
compiler,outModuleConcatSystem.ts,target=es2015,go-pass,,
compiler,outModuleConcatUmd.ts,target=es5,go-pass,,
compiler,outModuleConcatUmd.ts,target=es2015,go-pass,,
compiler,outModuleConcatUnspecifiedModuleKind.ts,target=es5,go-pass,,
compiler,outModuleConcatUnspecifiedModuleKind.ts,target=es2015,go-pass,,
compiler,outModuleConcatUnspecifiedModuleKindDeclarationOnly.ts,target=es5,go-pass,,
compiler,outModuleConcatUnspecifiedModuleKindDeclarationOnly.ts,target=es2015,go-pass,,
compiler,outModuleTripleSlashRefs.ts,target=es5,go-pass,,
compiler,outModuleTripleSlashRefs.ts,target=es2015,go-pass,,
compiler,overEagerReturnTypeSpecialization.ts,,go-diff,,
compiler,overload1.ts,,go-diff,,
compiler,overload2.ts,,go-pass,,
compiler,overloadAssignmentCompat.ts,,go-diff,,
compiler,overloadBindingAcrossDeclarationBoundaries.ts,,go-diff,,
compiler,overloadBindingAcrossDeclarationBoundaries2.ts,,go-diff,,
compiler,overloadCallTest.ts,,go-pass,,
compiler,overloadConsecutiveness.ts,,go-diff,,
compiler,overloadCrash.ts,,go-pass,,
compiler,overloadEquivalenceWithStatics.ts,,go-diff,,
compiler,overloadErrorMatchesImplementationElaboaration.ts,,go-diff,,
compiler,overloadGenericFunctionWithRestArgs.ts,,go-diff,,
compiler,overloadModifiersMustAgree.ts,,go-diff,,
compiler,overloadOnConstAsTypeAnnotation.ts,,go-pass,,
compiler,overloadOnConstConstraintChecks1.ts,,go-diff,,
compiler,overloadOnConstConstraintChecks2.ts,,go-diff,,
compiler,overloadOnConstConstraintChecks3.ts,,go-diff,,
compiler,overloadOnConstConstraintChecks4.ts,,go-diff,,
compiler,overloadOnConstDuplicateOverloads1.ts,,go-pass,,
compiler,overloadOnConstInBaseWithBadImplementationInDerived.ts,,go-pass,,
compiler,overloadOnConstInCallback1.ts,,go-pass,,
compiler,overloadOnConstInObjectLiteralImplementingAnInterface.ts,,go-pass,,
compiler,overloadOnConstInheritance1.ts,,go-pass,,
compiler,overloadOnConstInheritance2.ts,,go-diff,,
compiler,overloadOnConstInheritance3.ts,,go-pass,,
compiler,overloadOnConstInheritance4.ts,,go-pass,,
compiler,overloadOnConstNoAnyImplementation.ts,,go-diff,,
compiler,overloadOnConstNoAnyImplementation2.ts,,go-diff,,
compiler,overloadOnConstNoNonSpecializedSignature.ts,,go-pass,,
